V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,facility
Alabama,1.00E+19,-9,DECATUR COMMUNITY Based Facility,1401 Highway 20 West,-9,Decatur,AL,35601,-9,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,680,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,DECATUR COMMUNITY BASED FACILITY
Alabama,1.00E+19,-9,ELMORE CORRECTIONAL FACILITY,3520 MARION SPILLWAY ROAD,-9,ELMORE,AL,36025,-9,Males only,Medium,-9,None,State authority,-9,1182,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ELMORE CORRECTIONAL FACILITY
Alabama,1.00E+19,-9,ST. CLAIR CORRECTIONAL FACILITY,1000 ST. CLAIR ROAD,-9,SPRINGVILLE,AL,35146,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1332,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ST. CLAIR CORRECTIONAL FACILITY
Alabama,1.00E+19,-9,LIMESTONE CORRECTIONAL FACILITY,28779 NICK DAVIS ROAD,-9,HARVEST,AL,35749,-9,Males only,Maximum/close/high,-9,None,State authority,-9,2153,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,LIMESTONE CORRECTIONAL FACILITY
Alabama,1.00E+19,1.00E+19,J. O. Davis Correctional Facility,9681 Highway 21 North,-9,Atmore,AL,36503,-9,Males only,Medium,-9,None,State authority,-9,399,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,J. O. DAVIS CORRECTIONAL FACILITY
Alabama,1.00E+19,-9,HAMILTON AGED & INFIRMED,223 SASSER DRIVE,-9,HAMILTON,AL,35570,-9,Males only,Medium,-9,None,State authority,-9,296,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,HAMILTON AGED & INFIRMED
Alabama,1.00E+19,1.00E+19,BULLOCK CORRECTIONAL FACILITY,"104 Bullock Dr., Hwy 82 E",-9,Union Springs,AL,36089,-9,Males only,Medium,-9,None,State authority,-9,1331,Actual data,Not applicable,Actual data,Yes,Bullock Mental Health Correctional Facility,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,BULLOCK CORRECTIONAL FACILITY
Alabama,1.00E+19,1.00E+19,Bullock Mental Health Facility,"104 Bullock Dr., Hwy 82 E",-9,Union Springs,AL,36089,-9,Males only,Medium,-9,None,State authority,-9,264,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,BULLOCK MENTAL HEALTH FACILITY
Alabama,1.00E+19,-9,EASTERLING CORRECTIONAL FACILITY,200 WALLACE DRIVE,-9,CLIO,AL,36017,-9,Males only,Medium,-9,None,State authority,-9,1525,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,EASTERLING CORRECTIONAL FACILITY
Alabama,1.00E+19,-9,VENTRESS CORRECTIONAL FACILITY,379 Alabama Highway 239 North,-9,Clayton,AL,36016,-9,Males only,Medium,-9,None,State authority,-9,1667,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,VENTRESS CORRECTIONAL FACILITY
Alabama,1.00E+19,-9,CHILDERSBURG COMMUNITY Based Facility,13501 Plant Road,P O Box 368,Childersburg,AL,35044,-9,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,551,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CHILDERSBURG COMMUNITY BASED FACILITY
Alabama,1.00E+19,-9,LOXLEY COMMUNITY WORK CENTER,14880 COUNTY ROAD 64,-9,LOXLEY,AL,36551,-9,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,456,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,LOXLEY COMMUNITY WORK CENTER
Alabama,1.00E+19,-9,BIBB CORRECTIONAL FACILITY,565 BIBB LANE,-9,BRENT,AL,35034,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1942,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,BIBB CORRECTIONAL FACILITY
Alabama,1.00E+19,-9,FRANK LEE Work Release,5305 Ingram Rd,-9,Deatsville,AL,36022,-9,Males only,Minimum/low,-9,50% or more of the inmates,State authority,-9,298,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,FRANK LEE WORK RELEASE
Alabama,1.61E+19,-9,MONTGOMERY FPC,MAXWELL AIR FORCE BASE BLDG. 1251,-9,MONTGOMERY,AL,36112,-9,Males only,Minimum/low,-9,None,Federal Bureau of Prisons,-9,895,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,MONTGOMERY FPC
Alabama,1.61E+19,1.61E+19,TALLADEGA FCI,565 EAST RENFROE ROAD,-9,TALLADEGA,AL,35160,-9,Males only,Medium,-9,None,Federal Bureau of Prisons,-9,1042,Actual data,Not applicable,Actual data,Yes,TALLADEGA - CAMP,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,TALLADEGA FCI
Alabama,1.61E+19,1.61E+19,TALLADEGA - CAMP,565 EAST RENFROE ROAD,-9,TALLADEGA,AL,35160,-9,Males only,Minimum/low,-9,None,Federal Bureau of Prisons,-9,282,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,TALLADEGA - CAMP
Alabama,1.80E+19,-9,"Mobile Community Service Center - Keeton Corrections, Inc.",4901 BATTLESHIP PARKWAY,-9,OLD SPANISH FORT,AL,36104,-9,Both males and females,Medium,-9,50% or more of the inmates,Private contractor,Federal Bureau of Prisons,49,Estimated data,27,Estimated data,Blank,-9,Blank,-9,Blank,Blank,Blank,Blank,Blank,Population data are estimated.,"Operated by Keeton Corrections, Inc.","MOBILE COMMUNITY SERVICE CENTER - KEETON CORRECTIONS, INC."
Alabama,1.80E+19,-9,BIRMINGHAM CCC,1609 7th Street North,-9,BIRMINGHAM,AL,35204,-9,Both males and females,Minimum/low,-9,50% or more of the inmates,Private contractor,Federal Bureau of Prisons,43,Estimated data,4,Estimated data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,100% of population held for Federal Bureau of Prisons,-9,BIRMINGHAM CCC
Alaska,2.00E+19,-9,HILAND MOUNTAIN CORRECTIONAL CENTER,9101 HESTERBERG ROAD,-9,EAGLE RIVER,AK,99577,-9,Females only,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,Not applicable,Actual data,424,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,HILAND MOUNTAIN CORRECTIONAL CENTER
Alaska,2.00E+19,-9,FAIRBANKS CORRECTIONAL CENTER,1931 EGAN AVENUE,-9,FAIRBANKS,AK,99701,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,252,Actual data,55,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,FAIRBANKS CORRECTIONAL CENTER
Alaska,2.00E+19,-9,LEMON CREEK CORRECTIONAL CENTER,2000 LEMON CREEK ROAD,-9,JUNEAU,AK,99801,-9,Both males and females,Maximum/close/high,-9,50% or more of the inmates,State authority,-9,211,Actual data,20,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,LEMON CREEK CORRECTIONAL CENTER
Alaska,2.00E+19,-9,KETCHIKAN CORRECTIONAL CENTER,1201 SCHOENBAR ROAD,-9,KETCHIKAN,AK,99901,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,55,Actual data,10,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,KETCHIKAN CORRECTIONAL CENTER
Alaska,2.00E+19,-9,ANVIL MOUNTAIN CORRECTIONAL CENTER,1810 CENTER CREEK ROAD,-9,NOME,AK,99762,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,105,Actual data,17,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ANVIL MOUNTAIN CORRECTIONAL CENTER
Alaska,2.00E+19,-9,PALMER CORRECTIONAL CENTER,"MILE 58, GLENN HWY",P. O. BOX 919,SUTTON,AK,99674,-9,Males only,Medium,-9,50% or more of the inmates,State authority,-9,508,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,PALMER CORRECTIONAL CENTER
Alaska,2.00E+19,2.00E+19,ANCHORAGE CORRECTIONAL COMPLEX/WEST,1300 EAST 4TH AVENUE,-9,ANCHORAGE,AK,99501,-9,Males only,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,400,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,Formerly named Cook Inlet Pre-Trial Facility,ANCHORAGE CORRECTIONAL COMPLEX/WEST
Alaska,2.00E+19,2.00E+19,WILDWOOD CORRECTIONAL COMPLEX,10 CHUGACH AVENUE,-9,KENAI,AK,99611,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,424,Actual data,25,Actual data,Yes,WILDWOOD PRE-TRIAL FACILITY,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,WILDWOOD CORRECTIONAL COMPLEX
Alaska,2.00E+19,-9,YUKON KUSKOKWIM CORRECTIONAL CENTER,1000 CHIEF EDDIE HOFFMAN HWY,-9,BETHEL,AK,99559,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,134,Actual data,21,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,YUKON KUSKOKWIM CORRECTIONAL CENTER
Alaska,2.00E+19,2.00E+19,WILDWOOD PRE-TRIAL FACILITY,10 CHUGACH AVENUE,-9,Kenai,AK,99611,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,81,Actual data,25,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,WILDWOOD PRE-TRIAL FACILITY
Alaska,2.00E+19,-9,MAT-SU PRETRIAL,339 EAST DOGWOOD AVENUE,-9,PALMER,AK,99645,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,90,Actual data,8,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,MAT-SU PRETRIAL
Alaska,2.00E+19,-9,SPRING CREEK CORRECTIONAL CENTER,MILE 5 NASH ROAD,-9,Seward,AK,99664,-9,Males only,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,529,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SPRING CREEK CORRECTIONAL CENTER
Alaska,2.00E+19,-9,POINT MACKENZIE CORRECTIONAL CENTER,13690 S. GUERSEY ROAD,-9,WASILLA,AK,99687,-9,Males only,Minimum/low,-9,Less than 50% of the inmates,State authority,-9,85,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,POINT MACKENZIE CORRECTIONAL CENTER
Alaska,2.00E+19,2.00E+19,ANCHORAGE CORRECTIONAL COMPLEX EAST,1400 EAST 4TH AVENUE,-9,ANCHORAGE,AK,99501,-9,Both males and females,Maximum/close/high,-9,Less than 50% of the inmates,State authority,-9,483,Actual data,9,Actual data,Yes,ANCHORAGE CORRECTIONAL COMPLEX/WEST,No,-9,Blank,Blank,No,Blank,Blank,-9,Also known as Anchorage Jail,ANCHORAGE CORRECTIONAL COMPLEX EAST
Alaska,2.80E+19,-9,CORDOVA CENTER,130 CORDOVA STREET,-9,ANCHORAGE,AK,99501,-9,Males only,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,179,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,CORDOVA CENTER
Alaska,2.80E+19,-9,TUNDRA CENTER,680 RIDGECREST DRIVE,-9,Bethel,AK,99559,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,64,Actual data,6,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,TUNDRA CENTER
Alaska,2.80E+19,-9,GLACIER MANOR,5597 AISEK STREET,-9,Juneau,AK,99801,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,60,Actual data,6,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,GLACIER MANOR
Alaska,2.80E+19,-9,NORTHSTAR CENTER,3022 GEORGE PARK HIGHWAY,-9,Fairbanks,AK,99709,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,115,Actual data,17,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,NORTHSTAR CENTER
Alaska,2.80E+19,-9,PARKVIEW CENTER,831 B STREET,-9,ANCHORAGE,AK,99501,-9,Males only,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,105,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,PARKVIEW CENTER
Alaska,2.80E+19,-9,GLENWOOD CENTER,835 D STREET,-9,Anchorage,AK,99501,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,60,Actual data,13,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,GLENWOOD CENTER
Alaska,2.80E+19,-9,MIDTOWN CENTER,2508 MARGIES PLACE,-9,ANCHORAGE,AK,99503,-9,Females only,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,Not applicable,Actual data,28,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,MIDTOWN CENTER
Alaska,2.80E+19,-9,SEASIDE CENTER,237 FRONT STREET,-9,Nome,AK,99762,-9,Both males and females,Minimum/low,-9,Less than 50% of the inmates,Private contractor,AK DOC,31,Actual data,11,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SEASIDE CENTER
Arizona,3.00E+19,3.00E+19,ASPC-FLORENCE,1305 EAST BUTTE AVENUE,-9,FLORENCE,AZ,85132,-9,Males only,Other,Multi security level,None,State authority,-9,3629,Actual data,Not applicable,Actual data,Yes,"ASPC-FLORENCE PICACHO UNIT, ASPC-FLORENCE GLOBE",No,-9,Blank,Blank,No,Blank,Blank,Medium and Maximum,-9,ASPC-FLORENCE
Arizona,3.00E+19,3.00E+19,ASPC-SAFFORD FORT GRANT,15500 S. FORT GRANT ROAD,-9,SAFFORD,AZ,85643,-9,Males only,Minimum/low,-9,None,State authority,-9,680,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-SAFFORD FORT GRANT
Arizona,3.00E+19,3.00E+19,ASPC-SAFFORD,896 SOUTH COOK ROAD,-9,SAFFORD,AZ,85546,-9,Males only,Other,Multi security level,None,State authority,-9,878,Actual data,Not applicable,Actual data,Yes,ASPC SAFFORD FORT GRANT,No,-9,Blank,Blank,No,Blank,Blank,Minimum and Medium,-9,ASPC-SAFFORD
Arizona,3.00E+19,3.00E+19,ASPC-TUCSON,10000 SOUTH WILMOT,-9,TUCSON,AZ,85734,-9,Males only,Other,Multi security level,None,State authority,-9,5170,Actual data,Not applicable,Actual data,Yes,ASPC TUCSON SOUTHERN ARIZONA CORRECTIONAL CENTER,No,-9,Blank,Blank,No,Blank,Blank,Medium and Maximum,-9,ASPC-TUCSON
Arizona,3.00E+19,-9,ASPC-PHOENIX,2500 E. VAN BUREN STREET,-9,PHOENIX,AZ,85008,-9,Both males and females,Other,Multi security level,None,State authority,-9,565,Actual data,9,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,Medium and Maximum,-9,ASPC-PHOENIX
Arizona,3.00E+19,-9,ASPC - PERRYVILLE,2014 N. CITRUS ROAD,-9,GOODYEAR,AZ,85395,-9,Females only,Other,Multi security level,None,State authority,-9,Not applicable,Actual data,3403,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,Medium and Maximum,-9,ASPC - PERRYVILLE
Arizona,3.00E+19,3.00E+19,ASPC-TUCSON SOUTHERN ARIZONA CORRECTIONAL RELEASE CENTER(SACRC),1275 W. STAR PASS BLVD.,-9,TUCSON,AZ,85734,-9,Females only,Minimum/low,-9,None,State authority,-9,Not applicable,Actual data,140,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-TUCSON SOUTHERN ARIZONA CORRECTIONAL RELEASE CENTER(SACRC)
Arizona,3.00E+19,3.00E+19,ASPC-DOUGLAS,6911 NORTH BDI BOULEVARD,-9,DOUGLAS,AZ,85607,-9,Males only,Other,Multi security level,None,State authority,-9,1953,Actual data,Not applicable,Actual data,Yes,ASPC DOUGLAS PAPAGO UNIT,No,-9,Blank,Blank,No,Blank,Blank,Minimum and Medium,-9,ASPC-DOUGLAS
Arizona,3.00E+19,3.00E+19,ASPC-FLORENCE PICACHO UNIT,25230 PICACHO BLVD,-9,PICACHO,AZ,85241,-9,Males only,Minimum/low,-9,None,State authority,-9,214,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-FLORENCE PICACHO UNIT
Arizona,3.00E+19,3.00E+19,ASPC-WINSLOW,2100 SOUTH HWY 87,-9,WINSLOW,AZ,86047,-9,Males only,Maximum/close/high,-9,None,State authority,-9,1239,Actual data,Not applicable,Actual data,Yes,ASPC-WINSLOW APACHE UNIT,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-WINSLOW
Arizona,3.00E+19,-9,ASPC-YUMA,7125 EAST JUAN SANCHEZ BLVD,-9,SAN LUIS,AZ,85349,-9,Males only,Maximum/close/high,-9,None,State authority,-9,4298,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-YUMA
Arizona,3.00E+19,-9,ASPC-EYMAN,4374 EAST BUTTE AVENUE,-9,FLORENCE,AZ,85132,-9,Males only,Maximum/close/high,-9,None,State authority,-9,5103,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-EYMAN
Arizona,3.00E+19,3.00E+19,ASPC-FLORENCE GLOBE,1000 FAIRGROUNDS ROAD,-9,GLOBE,AZ,85501,-9,Males only,Minimum/low,-9,None,State authority,-9,293,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-FLORENCE GLOBE
Arizona,3.00E+19,3.00E+19,ASPC-DOUGLAS PAPAGO UNIT,25 EAST 16TH STREET,-9,DOUGLAS,AZ,85607,-9,Males only,Minimum/low,-9,None,State authority,-9,257,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-DOUGLAS PAPAGO UNIT
Arizona,3.00E+19,3.00E+19,ASPC-WINSLOW APACHE UNIT,38322 US HWY 180,-9,ST. JOHNS,AZ,85936,-9,Males only,Minimum/low,-9,None,State authority,-9,327,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,ASPC-WINSLOW APACHE UNIT
Arizona,3.00E+19,-9,ASPC - LEWIS,26700 SOUTH HIGHWAY 85,-9,BUCKEYE,AZ,85326,-9,Males only,Other,Multi security level,None,State authority,-9,5346,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,Medium and Maximum,-9,ASPC - LEWIS
Arizona,3.60E+19,-9,Safford FCI,1529 WEST HIGHWAY 366,-9,SAFFORD,AZ,85546,-9,Males only,Minimum/low,-9,None,Federal Bureau of Prisons,-9,1212,Actual data,Not applicable,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,SAFFORD FCI
Arizona,3.60E+19,3.60E+19,PHOENIX FCI,37900 N 45TH AVE,-9,PHOENIX,AZ,85086,-9,Both males and females,Medium,-9,None,Federal Bureau of Prisons,-9,1098,Actual data,0,Actual data,Yes,PHOENIX - CAMP,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,PHOENIX FCI
Arizona,3.60E+19,3.60E+19,PHOENIX - CAMP,37900 N 45TH AVENUE,-9,PHOENIX,AZ,85086,-9,Females only,Minimum/low,-9,None,Federal Bureau of Prisons,-9,Not applicable,Actual data,306,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,-9,-9,PHOENIX - CAMP
Arizona,3.60E+19,-9,TUCSON FCI,8901 S. WILMOT ROAD,-9,TUCSON,AZ,85706,-9,Both males and females,Medium,-9,None,Federal Bureau of Prisons,-9,725,Actual data,37,Actual data,No,-9,No,-9,Blank,Blank,No,Blank,Blank,Complex = Tucson FCC,The small number of females being held here are in a detention unit which houses both adult male and female.,TUCSON FCI
Arizona,3.60E+19,3.60E+19,TUCSON USP,9300 SOUTH WILMOT ROAD,-9,TUCSON,AZ,85706,-9,Males only,Maximum/close/high,-9,None,Federal Bureau of Prisons,-9,1596,Actual data,Not applicable,Actual data,Yes,TUCSON - CAMP,No,-9,Blank,Blank,No,Blank,Blank,Complex = Tucson FCC,New since 2005,TUCSON USP
